state,county_name,office,district,candidate,magnitude,party,party_detailed
GEORGIA,EARLY,US SENATE,GEORGIA-III,JOY FELICIA SLADE,1,DEM,DEMOCRAT
GEORGIA,EARLY,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,1,LBT,LIBERTARIAN
GEORGIA,EARLY,US SENATE,GEORGIA-III,VALENCIA STOVALL,1,IND,INDEPENDENT
GEORGIA,EARLY,US SENATE,GEORGIA-III,ED TARVER,1,DEM,DEMOCRAT
GEORGIA,EARLY,US SENATE,GEORGIA-III,KANDISS TAYLOR,1,REP,REPUBLICAN
GEORGIA,EARLY,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,1,DEM,DEMOCRAT
GEORGIA,EARLY,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,1,DEM,DEMOCRAT
GEORGIA,EARLY,US HOUSE,002,UNDERVOTE?,1,,undervote
GEORGIA,EARLY,US HOUSE,002,DON COLE,1,REP,REPUBLICAN
GEORGIA,EARLY,US HOUSE,002,SANFORD BISHOP,1,DEM,DEMOCRAT
GEORGIA,EARLY,US HOUSE,002,JAMELLE HILL,1,,
GEORGIA,EARLY,STATE SENATE,011,UNDERVOTE?,1,,undervote
GEORGIA,EARLY,STATE SENATE,011,DEAN BURKE,1,REP,REPUBLICAN
GEORGIA,EARLY,STATE SENATE,011,WRITE-IN,1,,
GEORGIA,EARLY,STATE HOUSE,151,UNDERVOTE?,1,,undervote
GEORGIA,EARLY,STATE HOUSE,151,GERALD E. GREENE,1,REP,REPUBLICAN
GEORGIA,EARLY,STATE HOUSE,151,JOYCE BARLOW,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
GEORGIA,ECHOLS,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
GEORGIA,ECHOLS,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,,
GEORGIA,ECHOLS,US SENATE,GEORGIA,UNDERVOTE?,1,,undervote
GEORGIA,ECHOLS,US SENATE,GEORGIA,DAVID A. PERDUE,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US SENATE,GEORGIA,JON OSSOFF,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US SENATE,GEORGIA,SHANE HAZEL,1,LBT,LIBERTARIAN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,UNDERVOTE?,1,,undervote
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,AL BARTELL,1,IND,INDEPENDENT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,ALLEN BUCKLEY,1,IND,INDEPENDENT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,DOUG COLLINS,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,JOHN FORTUIN,1,GRN,GREEN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,1,IND,INDEPENDENT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,DEBORAH JACKSON,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,JAMESIA JAMES,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,MATT LIEBERMAN,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,KELLY LOEFFLER,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,JOY FELICIA SLADE,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,1,LBT,LIBERTARIAN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,VALENCIA STOVALL,1,IND,INDEPENDENT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,ED TARVER,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,KANDISS TAYLOR,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,US HOUSE,001,UNDERVOTE?,1,,undervote
GEORGIA,ECHOLS,US HOUSE,001,EARL L. BUDDY CARTER,1,REP,REPUBLICAN
GEORGIA,ECHOLS,US HOUSE,001,JOYCE MARIE GRIGGS,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,STATE SENATE,008,UNDERVOTE?,1,,undervote
GEORGIA,ECHOLS,STATE SENATE,008,RUSS GOODMAN,1,REP,REPUBLICAN
GEORGIA,ECHOLS,STATE SENATE,008,TREVA GEAR,1,DEM,DEMOCRAT
GEORGIA,ECHOLS,STATE HOUSE,174,UNDERVOTE?,1,,undervote
GEORGIA,ECHOLS,STATE HOUSE,174,JOHN L. CORBETT,1,REP,REPUBLICAN
GEORGIA,ELBERT,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
GEORGIA,ELBERT,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
GEORGIA,ELBERT,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
GEORGIA,ELBERT,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,,
GEORGIA,ELBERT,US PRESIDENT,FEDERAL,MARK CHARLES,1,,
GEORGIA,ELBERT,US SENATE,GEORGIA,UNDERVOTE?,1,,undervote
GEORGIA,ELBERT,US SENATE,GEORGIA,DAVID A. PERDUE,1,REP,REPUBLICAN
GEORGIA,ELBERT,US SENATE,GEORGIA,JON OSSOFF,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA,SHANE HAZEL,1,LBT,LIBERTARIAN
GEORGIA,ELBERT,US SENATE,GEORGIA,WRITE-IN,1,,
GEORGIA,ELBERT,US SENATE,GEORGIA-III,UNDERVOTE?,1,,undervote
GEORGIA,ELBERT,US SENATE,GEORGIA-III,AL BARTELL,1,IND,INDEPENDENT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,ALLEN BUCKLEY,1,IND,INDEPENDENT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,DOUG COLLINS,1,REP,REPUBLICAN
GEORGIA,ELBERT,US SENATE,GEORGIA-III,JOHN FORTUIN,1,GRN,GREEN
GEORGIA,ELBERT,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,1,REP,REPUBLICAN
GEORGIA,ELBERT,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,1,IND,INDEPENDENT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,1,REP,REPUBLICAN
GEORGIA,ELBERT,US SENATE,GEORGIA-III,DEBORAH JACKSON,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,JAMESIA JAMES,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,1,REP,REPUBLICAN
GEORGIA,ELBERT,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,MATT LIEBERMAN,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,KELLY LOEFFLER,1,REP,REPUBLICAN
GEORGIA,ELBERT,US SENATE,GEORGIA-III,JOY FELICIA SLADE,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,1,LBT,LIBERTARIAN
GEORGIA,ELBERT,US SENATE,GEORGIA-III,VALENCIA STOVALL,1,IND,INDEPENDENT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,ED TARVER,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,KANDISS TAYLOR,1,REP,REPUBLICAN
GEORGIA,ELBERT,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US SENATE,GEORGIA-III,ROD MACK,1,,
GEORGIA,ELBERT,US HOUSE,009,UNDERVOTE?,1,,undervote
GEORGIA,ELBERT,US HOUSE,009,ANDREW CLYDE,1,REP,REPUBLICAN
GEORGIA,ELBERT,US HOUSE,009,DEVIN PANDY,1,DEM,DEMOCRAT
GEORGIA,ELBERT,US HOUSE,009,WRITE-IN,1,,
GEORGIA,ELBERT,STATE SENATE,024,UNDERVOTE?,1,,undervote
GEORGIA,ELBERT,STATE SENATE,024,LEE ANDERSON,1,REP,REPUBLICAN
GEORGIA,ELBERT,STATE SENATE,024,WRITE-IN,1,,
GEORGIA,ELBERT,STATE HOUSE,033,UNDERVOTE?,1,,undervote
GEORGIA,ELBERT,STATE HOUSE,033,ROB LEVERETT,1,REP,REPUBLICAN
GEORGIA,ELBERT,STATE HOUSE,033,KERRY DORNELL HAMM,1,DEM,DEMOCRAT
GEORGIA,ELBERT,STATE HOUSE,033,WRITE-IN,1,,
GEORGIA,EMANUEL,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
GEORGIA,EMANUEL,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
GEORGIA,EMANUEL,US PRESIDENT,FEDERAL,WRITE-IN,1,,
GEORGIA,EMANUEL,US SENATE,GEORGIA,UNDERVOTE?,1,,undervote
GEORGIA,EMANUEL,US SENATE,GEORGIA,DAVID A. PERDUE,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US SENATE,GEORGIA,JON OSSOFF,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA,SHANE HAZEL,1,LBT,LIBERTARIAN
GEORGIA,EMANUEL,US SENATE,GEORGIA,WRITE-IN,1,,
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,UNDERVOTE?,1,,undervote
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,AL BARTELL,1,IND,INDEPENDENT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,ALLEN BUCKLEY,1,IND,INDEPENDENT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,DOUG COLLINS,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,JOHN FORTUIN,1,GRN,GREEN
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,1,IND,INDEPENDENT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,DEBORAH JACKSON,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,JAMESIA JAMES,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,MATT LIEBERMAN,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,KELLY LOEFFLER,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,JOY FELICIA SLADE,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,1,LBT,LIBERTARIAN
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,VALENCIA STOVALL,1,IND,INDEPENDENT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,ED TARVER,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,KANDISS TAYLOR,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US SENATE,GEORGIA-III,WRITE-IN,1,,
GEORGIA,EMANUEL,US HOUSE,012,UNDERVOTE?,1,,undervote
GEORGIA,EMANUEL,US HOUSE,012,RICK W. ALLEN,1,REP,REPUBLICAN
GEORGIA,EMANUEL,US HOUSE,012,LIZ JOHNSON,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,US HOUSE,012,WRITE-IN,1,,
GEORGIA,EMANUEL,STATE SENATE,004,UNDERVOTE?,1,,undervote
GEORGIA,EMANUEL,STATE SENATE,004,BILLY HICKMAN,1,REP,REPUBLICAN
GEORGIA,EMANUEL,STATE SENATE,004,WRITE-IN,1,,
GEORGIA,EMANUEL,STATE SENATE,023,UNDERVOTE?,1,,undervote
GEORGIA,EMANUEL,STATE SENATE,023,MAX BURNS,1,REP,REPUBLICAN
GEORGIA,EMANUEL,STATE SENATE,023,CERETTA SMITH,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,STATE SENATE,023,WRITE-IN,1,,
GEORGIA,EMANUEL,STATE HOUSE,158,UNDERVOTE?,1,,undervote
GEORGIA,EMANUEL,STATE HOUSE,158,BUTCH PARRISH,1,REP,REPUBLICAN
GEORGIA,EMANUEL,STATE HOUSE,158,ANN P.D. GLEASON,1,DEM,DEMOCRAT
GEORGIA,EMANUEL,STATE HOUSE,158,WRITE-IN,1,,
GEORGIA,FAYETTE,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
GEORGIA,FAYETTE,US PRESIDENT,FEDERAL,WRITE-IN,1,,
GEORGIA,FAYETTE,US SENATE,GEORGIA,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,US SENATE,GEORGIA,DAVID A. PERDUE,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US SENATE,GEORGIA,JON OSSOFF,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA,SHANE HAZEL,1,LBT,LIBERTARIAN
GEORGIA,FAYETTE,US SENATE,GEORGIA,WRITE-IN,1,,
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,AL BARTELL,1,IND,INDEPENDENT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,ALLEN BUCKLEY,1,IND,INDEPENDENT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,DOUG COLLINS,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,JOHN FORTUIN,1,GRN,GREEN
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,1,IND,INDEPENDENT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,DEBORAH JACKSON,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,JAMESIA JAMES,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,MATT LIEBERMAN,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,KELLY LOEFFLER,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,JOY FELICIA SLADE,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,1,LBT,LIBERTARIAN
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,VALENCIA STOVALL,1,IND,INDEPENDENT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,ED TARVER,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,KANDISS TAYLOR,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US SENATE,GEORGIA-III,WRITE-IN,1,,
GEORGIA,FAYETTE,US HOUSE,003,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,US HOUSE,003,DREW FERGUSON,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US HOUSE,003,VAL ALMONORD,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US HOUSE,003,WRITE-IN,1,,
GEORGIA,FAYETTE,US HOUSE,013,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,US HOUSE,013,BECKY E. HITES,1,REP,REPUBLICAN
GEORGIA,FAYETTE,US HOUSE,013,DAVID SCOTT,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,US HOUSE,013,WRITE-IN,1,,
GEORGIA,FAYETTE,STATE SENATE,016,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,STATE SENATE,016,MARTY HARBIN,1,REP,REPUBLICAN
GEORGIA,FAYETTE,STATE SENATE,016,CINQUEZ JESTER,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,STATE SENATE,016,WRITE-IN,1,,
GEORGIA,FAYETTE,STATE SENATE,034,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,STATE SENATE,034,VALENCIA M. SEAY,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,STATE SENATE,034,WRITE-IN,1,,
GEORGIA,FAYETTE,STATE HOUSE,063,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,STATE HOUSE,063,DAVID CALLAHAN,1,REP,REPUBLICAN
GEORGIA,FAYETTE,STATE HOUSE,063,DEBRA BAZEMORE,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,STATE HOUSE,063,WRITE-IN,1,,
GEORGIA,FAYETTE,STATE HOUSE,064,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,STATE HOUSE,064,DERRICK L. JACKSON,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,STATE HOUSE,064,WRITE-IN,1,,
GEORGIA,FAYETTE,STATE HOUSE,071,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,STATE HOUSE,071,PHILIP SINGLETON,1,REP,REPUBLICAN
GEORGIA,FAYETTE,STATE HOUSE,071,JILL PROUTY,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,STATE HOUSE,071,WRITE-IN,1,,
GEORGIA,FAYETTE,STATE HOUSE,072,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,STATE HOUSE,072,JOSH BONNER,1,REP,REPUBLICAN
GEORGIA,FAYETTE,STATE HOUSE,072,FRED ROVNER,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,STATE HOUSE,072,WRITE-IN,1,,
GEORGIA,FAYETTE,STATE HOUSE,073,UNDERVOTE?,1,,undervote
GEORGIA,FAYETTE,STATE HOUSE,073,KAREN MATHIAK,1,REP,REPUBLICAN
GEORGIA,FAYETTE,STATE HOUSE,073,WILLIAM HARRIS,1,DEM,DEMOCRAT
GEORGIA,FAYETTE,STATE HOUSE,073,WRITE-IN,1,,
GEORGIA,FLOYD,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
GEORGIA,FLOYD,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
GEORGIA,FLOYD,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
GEORGIA,FLOYD,US PRESIDENT,FEDERAL,GLORIA LA RIVA,1,,
GEORGIA,FLOYD,US PRESIDENT,FEDERAL,BRIAN CARROLL,1,,
GEORGIA,FLOYD,US PRESIDENT,FEDERAL,HOWIE HAWKINS,1,,
GEORGIA,FLOYD,US SENATE,GEORGIA,UNDERVOTE?,1,,undervote
GEORGIA,FLOYD,US SENATE,GEORGIA,DAVID A. PERDUE,1,REP,REPUBLICAN
GEORGIA,FLOYD,US SENATE,GEORGIA,JON OSSOFF,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US SENATE,GEORGIA,SHANE HAZEL,1,LBT,LIBERTARIAN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,UNDERVOTE?,1,,undervote
GEORGIA,FLOYD,US SENATE,GEORGIA-III,AL BARTELL,1,IND,INDEPENDENT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,ALLEN BUCKLEY,1,IND,INDEPENDENT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,DOUG COLLINS,1,REP,REPUBLICAN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,JOHN FORTUIN,1,GRN,GREEN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,1,REP,REPUBLICAN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,1,IND,INDEPENDENT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,1,REP,REPUBLICAN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,DEBORAH JACKSON,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,JAMESIA JAMES,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,A. WAYNE JOHNSON,1,REP,REPUBLICAN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,TAMARA JOHNSON-SHEALEY,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,MATT LIEBERMAN,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,KELLY LOEFFLER,1,REP,REPUBLICAN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,JOY FELICIA SLADE,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,BRIAN SLOWINSKI,1,LBT,LIBERTARIAN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,VALENCIA STOVALL,1,IND,INDEPENDENT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,ED TARVER,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,KANDISS TAYLOR,1,REP,REPUBLICAN
GEORGIA,FLOYD,US SENATE,GEORGIA-III,RAPHAEL WARNOCK,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US SENATE,GEORGIA-III,RICHARD DIEN WINFIELD,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US HOUSE,014,UNDERVOTE?,1,,undervote
GEORGIA,FLOYD,US HOUSE,014,MARJORIE TAYLOR GREENE,1,REP,REPUBLICAN
GEORGIA,FLOYD,US HOUSE,014,KEVIN VAN AUSDAL,1,DEM,DEMOCRAT
GEORGIA,FLOYD,US HOUSE,014,WRITE-IN,1,,
GEORGIA,FLOYD,STATE SENATE,052,UNDERVOTE?,1,,undervote
GEORGIA,FLOYD,STATE SENATE,052,CHUCK HUFSTETLER,1,REP,REPUBLICAN
GEORGIA,FLOYD,STATE SENATE,052,CHARLES DEYOUNG,1,DEM,DEMOCRAT
GEORGIA,FLOYD,STATE HOUSE,012,UNDERVOTE?,1,,undervote
GEORGIA,FLOYD,STATE HOUSE,012,EDDIE LUMSDEN,1,REP,REPUBLICAN
GEORGIA,FLOYD,STATE HOUSE,012,JONATHAN GILREATH-HARVEY,1,DEM,DEMOCRAT
GEORGIA,FLOYD,STATE HOUSE,013,UNDERVOTE?,1,,undervote
GEORGIA,FLOYD,STATE HOUSE,013,KATIE DEMPSEY,1,REP,REPUBLICAN
GEORGIA,FLOYD,STATE HOUSE,013,MARTIN COWEN,1,W-I,W-I
GEORGIA,FLOYD,STATE HOUSE,014,UNDERVOTE?,1,,undervote
GEORGIA,FLOYD,STATE HOUSE,014,MITCHELL SCOGGINS,1,REP,REPUBLICAN
GEORGIA,FORSYTH,US PRESIDENT,FEDERAL,UNDERVOTE?,1,,undervote
GEORGIA,FORSYTH,US PRESIDENT,FEDERAL,DONALD J. TRUMP,1,REP,REPUBLICAN
GEORGIA,FORSYTH,US PRESIDENT,FEDERAL,JOSEPH R. BIDEN,1,DEM,DEMOCRAT
GEORGIA,FORSYTH,US PRESIDENT,FEDERAL,JO JORGENSEN,1,LBT,LIBERTARIAN
GEORGIA,FORSYTH,US PRESIDENT,FEDERAL,WRITE-IN,1,,
GEORGIA,FORSYTH,US SENATE,GEORGIA,UNDERVOTE?,1,,undervote
GEORGIA,FORSYTH,US SENATE,GEORGIA,DAVID A. PERDUE,1,REP,REPUBLICAN
GEORGIA,FORSYTH,US SENATE,GEORGIA,JON OSSOFF,1,DEM,DEMOCRAT
GEORGIA,FORSYTH,US SENATE,GEORGIA,SHANE HAZEL,1,LBT,LIBERTARIAN
GEORGIA,FORSYTH,US SENATE,GEORGIA,WRITE-IN,1,,
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,UNDERVOTE?,1,,undervote
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,AL BARTELL,1,IND,INDEPENDENT
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,ALLEN BUCKLEY,1,IND,INDEPENDENT
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,DOUG COLLINS,1,REP,REPUBLICAN
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,JOHN FORTUIN,1,GRN,GREEN
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,DERRICK E. GRAYSON,1,REP,REPUBLICAN
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,MICHAEL TODD GREENE,1,IND,INDEPENDENT
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,ANNETTE DAVIS JACKSON,1,REP,REPUBLICAN
GEORGIA,FORSYTH,US SENATE,GEORGIA-III,DEBORAH JACKSON,1,DEM,DEMOCRAT
