state,office,district,candidate_medsl,candidate_harvard,party_detailed,issue,writein,fixed error?
NEW JERSEY,US PRESIDENT,FEDERAL,LAREN SHIRL ROUSE,LAREN SHIRL ROUSE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LARRY HOGAN,LARRY HOGAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LARRY HOGAN REPUBLICAN,LARRY HOGAN REPUBLICAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LE BRON JAMES,LEBRON JAMES,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LEBRON JAMES,LEBRON JAMES,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LEILAH TYREE,LEILAH TYREE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LEO JAMES TERRELL,LEO JAMES TERRELL,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LEON CHAPARIAN,LEON CHAPARIAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LIANNE BROOK,LIANNE BROOK,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LINDA E MULLAHEY,LINDA E. MULLAHEY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LINDSEY BRATNER SEAN BRATNER,LINDSEY BRATNER SEAN BRATNER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LINDSEY GRAHAM,LINDSEY GRAHAM,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LITERALLY ANYONE ELSE,LITERALLY ANYONE ELSE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LLOYD BLANKFEIN,LLOYD BLANKFEIN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LOGAN ALEXANDER ESPINAL,LOGAN ALEXANDER ESPINAL,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LOLA,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LORD JESUS BLESSED MOTHER MARY,LORD JESUS BLESSED & MOTHER MARY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LOU LAMORIELLO,LOU LAMORIELLO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LUCKY,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,LUKE BRYAN,LUKE BRYAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MAHER WAGGAD,MAHER WAGGAD,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MAJOR ALBERT NAHUM,MAJOR ALBERT NAHUM,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MALCOLM CARTER,MALCOLM CARTER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MALCOLM JARRETT,MALCOLM JARRETT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MALIK JONES,MALIK JONES,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARC RUBIO,MARC RUBIO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARCO RUBIO,MARCO RUBIO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARCOS RUBIO,MARCOS RUBIO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARCUS AURELLUS,MARCUS AURELLUS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARCUS KUYON,MARCUS KUYON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARGARET SANTANA,MARGARET SANTANA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARIAM AWAWDEH,MARIAM AWAWDEH,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARIANN WILLIAMSON,MARIANN WILLIAMSON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARIANNE WIALLIAMSON,MARIANNE WIALLIAMSON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARIANNE WILLIAMSON,MARIANNE WILLIAMSON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARIE BONESSI,MARIE BONESSI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARK CHARLES,MARK CHARLES,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARK CHARLES ADRIAN WALLACE,MARK CHARLES/ADRIAN WALLACE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARK CHARLES AND ADRIAN WALLACE,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARK CHARLES2,MARK CHARLES,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARK CUBAN,MARK CUBAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARK CUBAN AND SCOTT GALLOWAY,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARK DI QUATTRO,MARK DI QUATTRO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARQUIS KNIGHT,MARQUIS KNIGHT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARTHA MC SALLY,MARTHA MCSALLY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARTY MC FLY,MARTY MCFLY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MARY BARRA,MARY BARRA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MAS,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MATT CHENEY,MATT CHENEY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MATTHEW SHAFMAN,MATTHEW SHAFMAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MAUREEN LECK,MAUREEN LECK,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MEGHAN MC CAIN,MEGHAN MCCAIN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MELISSA ANDREWS,MELISSA ANDREWS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MERCEDES GARCIA,MERCEDES GARCIA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MEREDITH GREY,MEREDITH GREY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,METEORITE,METEORITE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL ANTHONY,MICHAEL ANTHONY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL B LEWIS,MICHAEL B. LEWIS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL BLOOMBERG,MICHAEL BLOOMBERS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL BLOOMBERG TULSI GABBARD,MICHAEL BLOOMBERG & TULSI GABBARD,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL BLOOMBERS,MICHAEL BLOOMBERS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL BLOOMSBERG,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL BLUNBERG,MICHAEL BLUNBERG,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL C STRUCK,MICHAEL C. STRUCK,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL E RONAYNE,MICHAEL E. RONAYNE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL HUCKABEE,MICHAEL HUCKABEE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL J REILLY,MICHAEL J. REILLY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL JACKSON III,"MICHAEL JACKSON, III",,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL KAHN,MICHAEL KAHN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL OLIVO,MICHAEL OLIVO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL PENCE,MICHAEL PENCE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL PENCE AND RAFAEL EDWARD CRUZ,MICHAEL PENCE AND RAFAEL EDWARD CRUZ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL R BLOOMBERG,MICHAEL R. BLOOMBERG,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL R PENCE,MICHAEL R. PENCE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL RUBENS BLOOMBERG,MICHAEL RUBENS BLOOMBERG,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL S PINATEL,MICHAEL S. PINATEL,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHAEL STEVENS,MICHAEL STEVENS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHEAL R PINCE,MICHEAL R. PINCE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHELE OBAMA,MICHELE OBAMA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICHELLE OBAMA,MICHELLE OBAMA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICKEY MOUSE,MICKEY MOUSE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICKEY MOUSE AND DONALD DUCK,MICKEY MOUSE AND DONALD DUCK,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MICKY MOUSE,MICKY MOUSE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MIKE BLOOMBERG,MIKE BLOOMBERG,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MIKE HUNT,MIKE HUNT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MIKE PENCE,MIKE PENCE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MIKE ROWE,MIKE ROWE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MIKE SCHULZ,MIKE SCHULZ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MIKE TYSON,MIKE TYSON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MINNIE MOUSE,MINNIE MOUSE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MISCHKA,MISCHKA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MITCH DANIEL,MITCH DANIEL,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MITCH OANIELS,MITCH OANIELS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MITT ROMNEY,MITT ROMNEY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MITT ROMNEY AND TED CRUZ,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MOHAMED MUSTAFA,MOHAMED MUSTAFA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MOHAMMED DUQMAQ,MOHAMMED DUQMAQ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MONT HARDY,MONT HARDY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MORDECAI DICKER,MORDECAI DICKER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MOSES MYCAT,MOSES MYCAT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MUHAMMAD ALI,MUHAMMAD ALI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MY CAT SPRINKLES,MY CAT SPRINKLES,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MY PERSONAL CHOICE IS TO ABSTAIN,MY PERSONAL CHOICE IS TO ABSTAIN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,MYMET BELEZ,MYMET BELEZ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,N A,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NALEDJE BUIE,NA'LEDJE BUIE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NATASHA BETTS AND YUSUPHA BETTS,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NATHAN FISCHER,NATHAN FISCHER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NESTOR D YUPA,NESTOR D. YUPA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NGAM CHUMSKY,NGAM CHUMSKY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NICHOLAS JAMES LIGGIO,NICHOLAS JAMES LIGGIO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NICHOLAS RAMOS,NICHOLAS RAMOS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NICK SABAN,NICK SABAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NICK SERAFINO,NICK SERAFINO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NICOLE WARGANZ,NICOLE WARGANZ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NIKKI HALEY,NIKKI HALEY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NIKKI HALEY AND CHRIS CHRISTIE,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NIKKI HALEY AND TIM SCOTT,NIKKI HALEY AND TIM SCOTT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NIKKI HALEY MARCO RUBIO,NIKKI HALEY MARCO RUBIO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NIKKI HALEY TIM SCOTT,NIKKI HALEY TIM SCOTT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NIMARATA NIKKI HALEY,NIMARATA NIKKI HALEY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NIMRATA NICKKI HALEY AND TIM SCOTT,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NO CONFIDENCE,NO CONFIDENCE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NO ONE,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NO TANGIBLE NO VOTE,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NOAM NEUSNER,NOAM NEUSNER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NOEL DE PEPPE,NOEL DEPEPPE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NONE,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NONE OF ADOVE,NONE OF ADOVE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NONE OF THE ABOVE,NONE OF THE ABOVE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NONE OF THEM,NONE OF THEM,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NONE OF THESE,NONE OF THESE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,NPH BILL HAMMONS,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,OBI WAN KENOBI,OBI-WAN KENOBI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,OLD WHITE MOON,OLD WHITE MOON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ORLANDO ANDRADE,ORLANDO ANDRADE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,OSMAN AHMED,OSMAN AHMED,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,OTHER,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PAT PERRY,PAT PERRY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PATRICIA WAITERS,PATRICIA WAITERS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PATRICK BURNS,PATRICK BURNS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PATRICK CONNOLLY,PATRICK CONNOLLY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PATRICK J BURNS,PATRICK J. BURNS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PAUL D RYAN AND CONDOLEEZZA,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PAUL F SCHULER,PAUL F. SCHULER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PAUL HERING,PAUL HERING,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PAUL RYAN,PAUL RYAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PAUL RYAN MICHAEL PENCE,PAUL RYAN & MICHAEL PENCE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PAUL TEDESCO,PAUL TEDESCO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PEDRO SANCHEZ,PEDRO SANCHEZ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PERCY ROSS,PERCY ROSS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PERSONAL CHOICE,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PETE BUTTIGIEG,PETE BUTTIGIEG,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PETE BUTTIGIEG AND AMY KLOBUCHAR,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PETE BUTTIGIEG AND SUSAN RICE,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PETER BUTTIGIEG,PETER BUTTIGIEG,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PETER D ARCHI,PETER D'ARCHI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PETER LASHER,PETER LASHER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PETER RYAN,PETER RYAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PHAT HO,PHAT HO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PHIL MURPHY,PHIL MURPHY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PHILIP DI MARIA,PHILIP DIMARIA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,POINDEXTER SMITH,POINDEXTER SMITH,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,POL POT,POL POT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,PRESIDENTIAL ELECTORS FOR PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RALPH BABRISKY,RALPH BABRISKY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RAMEL WATSON JR,"RAMEL WATSON, JR.",,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RAND PAUL,RAND PAUL,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RAYMOND PEASLEL,RAYMOND PEASLEL,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RECEP TAYYIP ERDOGAN,RECEP TAYYIP ERDOGAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,REMY WHITAKER BARWICK,REMY WHITAKER BARWICK,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RENEE T NEWELL,RENEE T. NEWELL,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RICHARD GEPHARDT,RICHARD GEPHARDT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RICHARD HUA,RICHARD HUA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RICHARD J WASSERMAN,RICHARD J. WASSERMAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RICHARD NIXON,RICHARD NIXON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RICK E MERINO,RICK E. MERINO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RICK SANTORUN,RICK SANTORUN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RILEY O ROURKE,RILEY O'ROURKE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT A LAPART JR,"ROBERT A. LAPART, JR.",,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT BARCHI,ROBERT BARCHI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT BARWICK,ROBERT BARWICK,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT E REILLY,ROBERT E. REILLY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT FOGGIANI,ROBERT FOGGIANI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT KENNEDY JR,"ROBERT KENNEDY, JR.",,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT MENENDEZ,ROBERT MENENDEZ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT P KENNEDY JR,"ROBERT P. KENNEDY, JR.",,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROBERT RUZZI,ROBERT RUZZI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RODNEY FRELINGHUYSEN,RODNEY FRELINGHUYSEN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROGER STAYBACH,ROGER STAYBACH,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RON PAUL,RON PAUL,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RONALD REAGAN,RONALD REAGAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RONALD WILSON REAGAN,RONALD WILSON REAGAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROSINA NATTIN,ROSINA NATTIN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROSSELL M NELSON,ROSSELL M. NELSON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ROXANA B OLIVERA,ROXANA B. OLIVERA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RUBEN DIAZ,RUBEN DIAZ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RUSSELL MAFFEI,RUSSELL MAFFEI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RYAN AULD,RYAN AULD,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,RYAN HAYES,RYAN HAYES,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SALVATORE DE ALESTANDRO,SALVATORE DEALESTANDRO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SAM ACKERMAN,SAM ACKERMAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SAM STREIFF,SAM STREIFF,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SAMANTHA BAHLOVIA,SAMANTHA BAHLOVIA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SAMERA JAAFAR SHEHADEH,SAMERA JAAFAR SHEHADEH,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SAMUEL HARRIS,SAMUEL HARRIS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SANDRA NIGRO CONKLIN,SANDRA NIGRO-CONKLIN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SANDY JACOBSON,SANDY JACOBSON,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SANTA CLAUSE,SANTA CLAUSE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SARA DOS SANTOS,SARA DOS SANTOS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SARAH ZUCKERMAN,SARAH ZUCKERMAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SCOTT BROWN,SCOTT BROWN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SCOTT M BRODY,SCOTT M. BRODY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SCOTT WALKER,SCOTT WALKER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SELF,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SEN MITT ROMNEY,SEN. MITT ROMNEY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SENATOR BEN SASSE,SENATOR BEN SASSE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SENATOR BENJAMIN ERICSASSE,SENATOR BENJAMIN ERICSASSE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SHANNON MACARTHY,SHANNON MACARTHY,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SHAVER JEFFRES,SHAVER JEFFRES,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SHEEV PALPATINE,SHEEV PALPATINE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SHERRY W BERGER,SHERRY W. BERGER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SHIRA SILVERMAN,SHIRA SILVERMAN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SHIRLEY CHISHOLM,SHIRLEY CHISHOLM,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SIR WINSTON THE CAT,SIR WINSTON THE CAT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SKYLAR ESTHER MASS,SKYLAR ESTHER MASS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SOMEONE WHO WILL BRING UNITY IN OUR COUNTRY,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SOPHIE SACCAJWSA,SOPHIE SACCAJWSA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SPIKE COHEN,SPIKE COHEN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SPONGEBOB SQUARE PANTS,SPONGEBOB SQUARE PANTS,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,ST JUDE AND ST RITA,,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STACY ADAMS TBA,STACY ADAMS TBA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEFANI GERMANOTTA,STEFANI GERMANOTTA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEPHANIE CASAMASSINA,STEPHANIE CASAMASSINA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEPHEN COLBERT JOHN STEWART,STEPHEN COLBERT - JOHN STEWART,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEPHEN CROSTA,STEPHEN CROSTA,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEPHEN SCROBE,STEPHEN SCROBE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVE MNUCHIN,STEVE MNUCHIN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVE SAYLOR,STEVE SAYLOR,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVE VONFRALIO,STEVE VONFRALIO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVEN BERNER,STEVEN BERNER,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVEN DZITKO,STEVEN DZITKO,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVEN JAY METZ,STEVEN JAY METZ,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVEN L CHRIST,STEVEN L. CHRIST,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVEN M FULOP,STEVEN M. FULOP,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVEN MARRICONE,STEVEN MARRICONE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,STEVEN ZWIREN,STEVEN ZWIREN,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,SUZANNE BAVKAWI,SUZANNE BAVKAWI,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,T J WATT AND ALVIN DUPREE,T.J. WATT AND ALVIN DUPREE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,TAKHIEM LITTLE,TAKHIEM LITTLE,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,TASIA HOUCHANT,TASIA HOUCHANT,,,yes,
NEW JERSEY,US PRESIDENT,FEDERAL,TED CRUZ,TED CRUZ,,,yes,
